template_id	template_sub_id	template_file_id	form_field	auto_increase	input_field	kanri_flg	input_field_name	input_type	refer_input_type	refer_table_name	refer_table_field	option_string	sort	m_refer_table_name	m_refer_table_field	m_refer_table_id	m_refer_table_column	tooltip_text	besshi_number
D15	2	D15_2	AF122	0	X84_1	-1	休日規則1	1	0	company_work_rule_template	kyujitsu_kisoku1		132						
D15	2	D15_2	AF136	0	X93_1	-1	休暇規則1	1	0	company_work_rule_template	kyuka_kisoku1		145						
D15	3	D15_3	AJ234	0	AB154_1	-1	退職規則2	1	0	company_work_rule_template	taisyoku_kisoku2		228						
D15	3	D15_3	AJ112	0	AB77_1	-1	労働規則4	1	0	company_work_rule_template	roudou_kisoku4		119						
D15	3	D15_3	AJ122	0	AB84_1	-1	休日規則2	1	0	company_work_rule_template	kyujitsu_kisoku2		133						
D15	3	D15_3	AJ136	0	AB93_1	-1	休暇規則2	1	0	company_work_rule_template	kyuka_kisoku2		146						
D15	3	D15_3	AN234	0	AF154_1	-1	退職規則3	1	0	company_work_rule_template	taisyoku_kisoku3		229						
D15	3	D15_3	AN112	0	AF77_1	-1	労働規則5	1	0	company_work_rule_template	roudou_kisoku5		120						
D15	3	D15_3	AN122	0	AF84_1	-1	休日規則3	1	0	company_work_rule_template	kyujitsu_kisoku3		134						
D15	3	D15_3	AN136	0	AF93_1	-1	休暇規則3	1	0	company_work_rule_template	kyuka_kisoku3		147						
D15	3	D15_3	AR234	0	AI154_1	-1	退職規則4	1	0	company_work_rule_template	taisyoku_kisoku4		230						
D15	3	D15_3	AR112	0	AI77_1	-1	労働規則6	1	0	company_work_rule_template	roudou_kisoku6		121						
D15	3	D15_3	AR122	0	AI84_1	-1	休日規則4	1	0	company_work_rule_template	kyujitsu_kisoku4		135						
D15	3	D15_3	AR136	0	AI93_1	-1	休暇規則4	1	0	company_work_rule_template	kyuka_kisoku4		148						
D15	3	D15_3	AI77	0	change_daytime_hour1_1	-1	【交代勤務】<br>1日の所定労働時間<br>（時）A	1	0	intern_master	change_daytime_hour1		73						
D15	3	D15_3	AI81	0	change_daytime_hour2_1	-1	【交代勤務】<br>1日の所定労働時間<br>（時）B	1	0	intern_master	change_daytime_hour2		80						
D15	3	D15_3	AI85	0	change_daytime_hour3_1	-1	【交代勤務】<br>1日の所定労働時間<br>（時）C	1	0	intern_master	change_daytime_hour3		87						
D15	3	D15_3	AI89	0	change_daytime_hour4_1	-1	【交代勤務】<br>1日の所定労働時間<br>（時）D	1	0	intern_master	change_daytime_hour4		94						
D15	3	D15_3	AI93	0	change_daytime_hour5_1	-1	【交代勤務】<br>1日の所定労働時間<br>（時）E	1	0	intern_master	change_daytime_hour5		101						
D15	3	D15_3	AM77	0	change_daytime_min1_1	-1	【交代勤務】<br>1日の所定労働時間<br>（分）A	1	0	intern_master	change_daytime_min1		74						
D15	3	D15_3	AM81	0	change_daytime_min2_1	-1	【交代勤務】<br>1日の所定労働時間<br>（分）B	1	0	intern_master	change_daytime_min2		81						
D15	3	D15_3	AM85	0	change_daytime_min3_1	-1	【交代勤務】<br>1日の所定労働時間<br>（分）C	1	0	intern_master	change_daytime_min3		88						
D15	3	D15_3	AM89	0	change_daytime_min4_1	-1	【交代勤務】<br>1日の所定労働時間<br>（分）D	1	0	intern_master	change_daytime_min4		95						
D15	3	D15_3	AM93	0	change_daytime_min5_1	-1	【交代勤務】<br>1日の所定労働時間<br>（分）E	1	0	intern_master	change_daytime_min5		102						
D15	3	D15_3	G262	0	D15_1100_1	-1	社会保険の加入状況6	2	0	intern	laborflg2	労災保険	236						
D15	3	D15_3	R265	0	D15_1101_1	-1	雇入れ時の健康診断（年)	1	0	intern	employ_medical_year		240						
D15	3	D15_3	Y265	0	D15_1101_2_1	-1	雇入れ時の健康診断（月)	1	0	intern	employ_medical_month		241						
D15	3	D15_3	R267	0	D15_1102_1	-1	初回の定期健康診断（年)	1	0	intern	first_medical_year		242						
D15	3	D15_3	Y267	0	D15_1102_2_1	-1	初回の定期健康診断（月)	1	0	intern	first_medical_month		243						
D15	3	D15_3	AL268	0	D15_1103L_1	-1	定期健康診断の周期(母国語表記)	57	0	intern_language	medical_span_detail		245						
D15	3	D15_3	AK267	0	D15_1103_1	-1	定期健康診断の周期	57	0	intern	medical_span_detail		244						
D15	3	D15_3	Z188	0	D15_1105_1	-1	手取り支給額	1	0				200					手取り支給額を入力してください。	
D15	3	D15_3	V142	0	D15_1106_1	-1	月給・日給の場合の１時間当たりの金額	52	0	intern	hoursalary3		151					月給・日給の場合の１時間当たりの金額を入力してください。	
D15	3	D15_3	Q152	0	D15_11077_1	-1	通勤手当（手当額/円）	10	0	intern	courseallow		156						
D15	3	D15_3	AG153	0	D15_11078L_1	-1	通勤手当<br>支給額の計算方法(母国語表記)	1	0				158						
D15	3	D15_3	AC152	0	D15_11078_1	-1	通勤手当<br>支給額の計算方法	1	0				157						
D15	3	D15_3	V146	0	D15_1107_1	-1	日給・時給の場合の１か月当たりの金額	53	0	intern	monthsalary3		154					日給・時給の場合の１か月当たりの金額を入力してください。	
D15	3	D15_3	K155	0	D15_1108L_1	-1	手当1<br>（手当名）(母国語表記)	1	0	intern_language	otherallowance1		160						
D15	3	D15_3	G154	0	D15_1108_1	-1	手当1<br>（手当名）	1	0	intern	otherallowance1		159						
D15	3	D15_3	Q154	0	D15_1109_1	-1	手当1<br>（手当額/円）	10	0	intern	otherpaiment1		161						
D15	3	D15_3	W271	0	D15_110_0	-1	雇用管理の改善等に関する事項に係る相談窓口「氏名」	92	92	company_person	name		246						
D15	3	D15_3	AB9,AH9,AM9	0	D15_110_1	-1	入国日	4	0	intern	entry_date_3gou		8					入国日を「yyyy/mm/dd」の書式で入力します。カレンダーの使用が可能です。	
D15	3	D15_3	Y272	0	D15_110_2	-1	雇用管理の改善等に関する事項に係る相談窓口「氏名」(母国語表記)	187	92	company_person_language	name		247						
D15	3	D15_3	G271	0	D15_110_3	-1	雇用管理の改善等に関する事項に係る相談窓口「部署名」	190	92	company_person	department		248						
D15	3	D15_3	H272	0	D15_110_4	-1	雇用管理の改善等に関する事項に係る相談窓口「部署名」(母国語表記)	189	92	company_person_language	department		249						
D15	3	D15_3	W271	0	D15_110_5	-1	雇用管理の改善等に関する事項に係る相談窓口「担当者役職」	63	92	company_person	class		250						
D15	3	D15_3	Y272	0	D15_110_6	-1	雇用管理の改善等に関する事項に係る相談窓口「担当者役職」(母国語表記)	188	92	company_person_language	class		251						
D15	3	D15_3	AL271	0	D15_110_7	-1	雇用管理の改善等に関する事項に係る相談窓口「連絡先」	94	92	company_person	tel		252						
D15	3	D15_3	AG155	0	D15_1110L_1	-1	手当1<br>支給額の計算方法(母国語表記)	1	0	intern_language	otherpaydetail1		163						
D15	3	D15_3	AC154	0	D15_1110_1	-1	手当1<br>支給額の計算方法	1	0	intern	otherpaydetail1		162						
D15	3	D15_3	K157	0	D15_1111L_1	-1	手当2<br>（手当名）(母国語表記)	1	0	intern_language	otherallowance2		165						
D15	3	D15_3	G156	0	D15_1111_1	-1	手当2<br>（手当名）	1	0	intern	otherallowance2		164						
D15	3	D15_3	Q156	0	D15_1112_1	-1	手当2<br>（手当額/円）	10	0	intern	otherpaiment2		166						
D15	3	D15_3	AG157	0	D15_1113L_1	-1	手当2<br>支給額の計算方法(母国語表記)	1	0	intern_language	otherpaydetail2		168						
D15	3	D15_3	AC156	0	D15_1113_1	-1	手当2<br>支給額の計算方法	1	0	intern	otherpaydetail2		167						
D15	3	D15_3	K159	0	D15_1114L_1	-1	手当3<br>（手当名）(母国語表記)	1	0	intern_language	otherallowance3		170						
D15	3	D15_3	G158	0	D15_1114_1	-1	手当3<br>（手当名）	1	0	intern	otherallowance3		169						
D15	3	D15_3	Q158	0	D15_1115_1	-1	手当3<br>（手当額/円）	10	0	intern	otherpaiment3		171						
D15	3	D15_3	AG159	0	D15_1116L_1	-1	手当3<br>支給額の計算方法(母国語表記)	1	0	intern_language	otherpaydetail3		173						
D15	3	D15_3	AC158	0	D15_1116_1	-1	手当3<br>支給額の計算方法	1	0	intern	otherpaydetail3		172						
D15	3	D15_3	K161	0	D15_1117L_1	-1	手当4<br>（手当名）(母国語表記)	1	0	intern_language	otherallowance4		175						
D15	3	D15_3	G160	0	D15_1117_1	-1	手当4<br>（手当名）	1	0	intern	otherallowance4		174						
D15	3	D15_3	Q160	0	D15_1118_1	-1	手当4<br>（手当額/円）	10	0	intern	otherpaiment4		176						
D15	3	D15_3	AG161	0	D15_1119L_1	-1	手当4<br>支給額の計算方法(母国語表記)	1	0	intern_language	otherpaydetail4		178						
D15	3	D15_3	AC160	0	D15_1119_1	-1	手当4<br>支給額の計算方法	1	0	intern	otherpaydetail4		177						
D15	3	D15_3	AA274	0	D15_111_0	-1	就業規則を確認できる場所や方法	1	0	company_work_rule_template	shugyo_kakunin		253						
D15	3	D15_3	C13,O13	0	D15_111_1	-1	契約の更新の有無	3	0	company_work_rule_template	keiyaku_update	更新しない,更新する	9						
D15	3	D15_3	AA276	0	D15_111_2	-1	就業規則を確認できる場所や方法(母国語表記)	1	0	company_work_rule_language	shugyo_kakuninL		254						
D15	3	D15_3	AE166	0	D15_1120_1	-1	所得税+住民税の合計金額（控除額/円）	10	0	intern	sum_tax		181						
D15	3	D15_3	AE168	0	D15_1121_1	-1	控除額（社会保険料）（控除額/円）	10	0	intern	deductionsum		182						
D15	3	D15_3	AE168	0	D15_1122_1	-1	控除額（雇用保険料）（控除額/円）	10	0	intern	laborsum		183						
D15	3	D15_3	AE170	0	D15_1123_1	-1	食費（控除額/円）	10	0	intern	syokuhi		184						
D15	3	D15_3	AE170	0	D15_1124_1	-1	居住費（控除額/円）	10	0	intern	kyojyuhi		185						
D15	3	D15_3	AE172	0	D15_1125_1	-1	その他（水道光熱費）（控除額/円）	10	0	intern	water_cost_num		186						
D15	3	D15_3	AE174	0	D15_1127_1	-1	通信費控除額（控除額/円）	10	0	intern	tsushinhi		187						
D15	3	D15_3	G182	0	D15_1128L_1	-1	その他控除内容①(母国語表記)	1	0	intern_language	cost_name1		189						
D15	3	D15_3	G181	0	D15_1128_1	-1	その他控除内容①	1	0	intern	cost_name1		188						
D15	3	D15_3	AE176	0	D15_1129_1	-1	控除額①（控除額/円）	10	0	intern	cost1		190						
D15	3	D15_3	C24	0	D15_112BL_1	-1	就業（雇入れ直後）の場所（所在地）(母国語表記)	101	0	company_office_language	address		16	company_office_language	address	company_office_id	address		2
D15	3	D15_3	C23	0	D15_112B_1	-1	就業（雇入れ直後）の場所（所在地）	101	0	company_office	company_office_address		15	company_office	company_office_address	company_office_id	company_office_address		2
D15	3	D15_3	C24	0	D15_112L_1	-1	就業（雇入れ直後）の場所（名称）(母国語表記)	101	0	company_office_language	name		14	company_office_language	name	company_office_id	name		2
D15	3	D15_3	C23	0	D15_112_1	-1	就業（雇入れ直後）の場所（名称）	101	0	company_office	company_office_name		13	company_office	company_office_name	company_office_id	company_office_name		2
D15	3	D15_3	G179	0	D15_1130L_1	-1	その他控除内容②(母国語表記)	1	0	intern_language	cost_name2		192						
D15	3	D15_3	G183	0	D15_1130_1	-1	その他控除内容②	1	0	intern	cost_name2		191						
D15	3	D15_3	AE182	0	D15_1131_1	-1	控除額②（控除額/円）	10	0	intern	cost2		193						
D15	3	D15_3	G181	0	D15_1132L_1	-1	その他控除内容③(母国語表記)	1	0	intern_language	cost_name3		195						
D15	3	D15_3	G180	0	D15_1132_1	-1	その他控除内容③	1	0	intern	cost_name3		194						
D15	3	D15_3	AE180	0	D15_1133_1	-1	控除額③（控除額/円）	10	0	intern	cost3		196						
D15	3	D15_3	G183	0	D15_1134L_1	-1	その他控除内容④(母国語表記)	1	0	intern_language	cost_name4		198						
D15	3	D15_3	G182	0	D15_1134_1	-1	その他控除内容④	1	0	intern	cost_name4		197						
D15	3	D15_3	AE182	0	D15_1135_1	-1	控除額④（控除額/円）	10	0	intern	cost4		199						
D15	3	D15_3	C32	0	D15_113L_1	-1	従事すべき業務(作業内容「雇入れ直後」)(母国語表記)	1	0	intern_language	job_work		24						
D15	3	D15_3	C32	0	D15_113sL_1	-1	従事すべき業務(職種内容「雇入れ直後」)(母国語表記)	1	0	intern_language	job_category		22						
D15	3	D15_3	C31	0	D15_113s_1	-1	従事すべき業務(職種内容「雇入れ直後」)	1	0	job_category_yatoiire	job_category		21						
D15	3	D15_3	C31	0	D15_113_1	-1	従事すべき業務(作業内容「雇入れ直後」)	1	0	job_category_yatoiire	job_work		23						
D15	3	D15_3	D19,G19	0	D15_11_0	-1	更新上限の有無	3	0	company_work_rule_template	keiyaku_jyougen	無,有	10						
D15	3	D15_3	AI278,AM278,AP278	0	D15_11_1	-1	締結日	4	0				255					締結日を「yyyy/mm/dd」の書式で入力します。カレンダーの使用が可能です。	
D15	3	D15_3	L19	0	D15_11_2	-1	更新上限回数	1	0	company_work_rule_template	jyougen_kaisuu		11						
D15	3	D15_3	W19	0	D15_11_3	-1	通算契約期間	1	0	company_work_rule_template	jyougen_kikan		12						
D15	3	D15_3	E66	0	D15_120_1	-1	変形労働時間制の導入(有)	2	0	intern_master	transtimeflg	有	65						
D15	3	D15_3	AB67	0	D15_121L_1	-1	変形労働時間制の単位(母国語表記)	1	0	intern_language	transtime		67						
D15	3	D15_3	N66	0	D15_121_1	-1	変形労働時間制の単位	57	0	intern_master	transtime		66						
D15	3	D15_3	E73	0	D15_122_1	-1	交代勤務制の導入(有)	2	0	intern_master	changeshift	有	68						
D15	3	D15_3	W16	0	D15_12k_0	-1	技能実習生名<br>(ローマ字表記)	1	0	intern	Z228		5						
D15	3	D15_3	K25	0	D15_12_1	-1	就業（変更の範囲）の場所（名称）	101	0	company_office	company_office_name		17	company_office	company_office_name	company_office_id	company_office_name		3
D15	3	D15_3	K26	0	D15_12_2	-1	就業（変更の範囲）の場所（名称）(母国語表記)	101	0	company_office_language	name		18	company_office_language	name	company_office_id	name		3
D15	3	D15_3	K25	0	D15_12_3	-1	就業（変更の範囲）の場所（所在地）	101	0	company_office	company_office_address		19	company_office	company_office_address	company_office_id	company_office_address		3
D15	3	D15_3	K26	0	D15_12_4	-1	就業（変更の範囲）の場所（所在地）(母国語表記)	101	0	company_office_language	address		20	company_office_language	address	company_office_id	address		3
D15	3	D15_3	L13	0	D15_13L_0	-1	実習実施者名(母国語表記)	1	0	company_language	name		2						
D15	3	D15_3	H12	0	D15_13_0	-1	実習実施者名	1	0	company	Z005		1						
D15	3	D15_3	K33	0	D15_13_1	-1	従事すべき業務(職種内容「変更の範囲」)	1	0	job_category_henkou	job_category		25						
D15	3	D15_3	K34	0	D15_13_2	-1	従事すべき業務(職種内容「変更の範囲」)(母国語表記)	1	0	intern_language	job_category_henkou		26						
D15	3	D15_3	K33	0	D15_13_3	-1	従事すべき業務(作業内容「変更の範囲」)	1	0	job_category_henkou	job_work		27						
D15	3	D15_3	I102	0	D15_144_1	-1	休憩時間<br>（分）	1	0	intern_master	sumbreaktime		106						
D15	3	D15_3	O104	0	D15_145_1	-1	1か月の<br>所定労働時間<br>（時）	1	0	intern	tem_monthtime_hour		107						
D15	3	D15_3	T104	0	D15_146_1	-1	1か月の<br>所定労働時間<br>（分）	1	0	intern	tem_monthtime_min		108						
D15	3	D15_3	AK104	0	D15_147_1	-1	年間の<br>所定労働時間<br>（時間）	1	0	intern	tem_yeartime_hour_decimal		109						
D15	3	D15_3	I108	0	D15_148_1	-1	年間の所定労働日数（1年目）	1	0	intern	tem_sumwork_1		110						
D15	3	D15_3	Q108	0	D15_149_1	-1	年間の所定労働日数（2年目）	1	0	intern	tem_sumwork_2		111						
D15	3	D15_3	I14	0	D15_14L_0	-1	所在地(母国語表記)	1	0	company_language	address		4						
D15	3	D15_3	Z12	0	D15_14_0	-1	所在地	1	0	company	Z010		3						
D15	3	D15_3	Y108	0	D15_150_1	-1	年間の所定労働日数（3年目）	1	0	intern	tem_sumwork_3		112						
D15	3	D15_3	AG108	0	D15_151_1	-1	年間の所定労働日数（4年目）	1	0	intern	tem_sumwork_4		113						
D15	3	D15_3	AO108	0	D15_152_1	-1	年間の所定労働日数（5年目）	1	0	intern	tem_sumwork_5		114						
D15	3	D15_3	Q110,V110	0	D15_153_1	-1	時間外労働の有無	3	0	intern_master	offhours	有,無	115						
D15	3	D15_3	K117	0	D15_154L_1	-1	定例日（曜日）(母国語表記)	1	0	company_work_rule_language	teikyu		123						
D15	3	D15_3	J116	0	D15_154_1	-1	定例日（曜日）	1	0	company_work_rule_template	teikyu		122						
D15	3	D15_3	AH118	0	D15_156_1	-1	年間休日日数	1	0	intern	tem_annualholiday		127						
D15	3	D15_3	T120	0	D15_157_1	-1	非定例日日数	1	0	company_work_rule_template	hiteikyu		129					非定例日の日数を記載してください。	
D15	3	D15_3	J120,M120	0	D15_157_F_1	-1	非定例日（週・月）	3	0	company_work_rule_template	hiteikyu_flg	週,月	128						
D15	3	D15_3	AE121	0	D15_158L_1	-1	その他休日詳細(非定例)(母国語表記)	1	0				131						
D15	3	D15_3	AE120	0	D15_158_1	-1	その他休日詳細(非定例)	1	0				130					その他の休日があった場合の詳細の母国語を記載してください。	
D15	3	D15_3	L126	0	D15_159L_1	-1	有給休暇支給における継続勤務数（か月）	1	0	intern_master	supply_worked		136						
D15	3	D15_3	X126	0	D15_159_1	-1	○か月以上勤務した場合の有給休暇支給日数	1	0	intern_master	supply_day		137						
D15	3	D15_3	AA128,AD128	0	D15_160_1	-1	継続勤務6か月未満の有給休暇支給有無	3	0	intern_master	supplyflg	有,無	138						
D15	3	D15_3	AJ128	0	D15_161_1	-1	有給休暇支給における継続勤務数（ヵ月）	1	0	intern_master	supply_work		139						
D15	3	D15_3	AQ128	0	D15_162_1	-1	有給休暇支給数	1	0	intern_master	add_supply		140						
D15	3	D15_3	P133	0	D15_163L_1	-1	その他の休暇について（有給）(母国語表記)	1	0	intern_language	paiddetail		142						
D15	3	D15_3	P132	0	D15_163_1	-1	その他の休暇について（有給）	1	0	intern_master	paiddetail		141						
D15	3	D15_3	P135	0	D15_164L_1	-1	その他の休暇について（無給）(母国語表記)	1	0	intern_language	unpaiddetail		144						
D15	3	D15_3	P134	0	D15_164_1	-1	その他の休暇について（無給）	1	0	intern_master	unpaiddetail		143						
D15	3	D15_3	L140,X140,AJ140	0	D15_165_1	-1	支払区分	3	0	intern	paymentflg	月給,日給,時給	149						
D15	3	D15_3	Q140,AC140,AO140	0	D15_166_1	-1	支給額	17	0	intern	basesalary		150						
D15	3	D15_3	H283	0	D15_16L_1	-1	実施者<br>代表者役職<br>(記名部分)<br>(母国語表記)	97	0	company_person_language	class		261						
D15	3	D15_3	H281	0	D15_16_1	-1	実施者<br>代表者役職<br>(記名部分)	66	40	company_person	class		260						
D15	3	D15_3	U194	0	D15_170_1	-1	法定超月60時間以内の割増賃金率	1	0	intern	premium1		201						
D15	3	D15_3	AJ194	0	D15_171_1	-1	法定超月60時間超の割増賃金率	1	0	intern	premium2		202						
D15	3	D15_3	P196	0	D15_172_1	-1	所定超の割増賃金率	1	0	intern	premium3		203						
D15	3	D15_3	Q198	0	D15_173_1	-1	法定休日の割増賃金率	1	0	intern	premium4		204						
D15	3	D15_3	AF198	0	D15_174_1	-1	法定外休日の割増賃金率	1	0	intern	premium5		205						
D15	3	D15_3	Q200	0	D15_175_1	-1	深夜の割増賃金率	1	0	intern	premium6		206						
D15	3	D15_3	P203	0	D15_176L_1	-1	締日①（日）(母国語表記)	1	0	intern_language	checkday1		208						
D15	3	D15_3	P202	0	D15_176_1	-1	締日①（日）	1	0	intern	checkday1		207						
D15	3	D15_3	AA208	0	D15_177L_1	-1	締日②（日）(母国語表記)	1	0	intern_language	checkday2		210						
D15	3	D15_3	AA202	0	D15_177_1	-1	締日②（日）	1	0	intern	checkday2		209						
D15	3	D15_3	P205	0	D15_178L_1	-1	支払日①(母国語表記)	1	0	intern_language	payday1		212						
D15	3	D15_3	P204	0	D15_178_1	-1	支払日①	1	0	intern	payday1		211						
D15	3	D15_3	AA210	0	D15_179L_1	-1	支払日②(母国語表記)	1	0	intern_language	payday2		214						
D15	3	D15_3	AA204	0	D15_179_1	-1	支払日②	1	0	intern	payday2		213						
D15	3	D15_3	M206,AN206	0	D15_180_1	-1	賃金支払い方法	3	0	intern	paytype	通貨払,口座振込	215						
D15	3	D15_3	AD164,AJ164	0	D15_181_1	-1	賃金支払い時の控除	3	0	intern	deductionflg	有,無	180						
D15	3	D15_3	M208,AR208	0	D15_182_1	-1	昇給の有無	3	0	intern	payriseflg	有,無	216						
D15	3	D15_3	Z209	0	D15_183L_1	-1	昇給の時期(母国語表記)	1	0	intern_language	payrisedetail		218						
D15	3	D15_3	AA208	0	D15_183_1	-1	昇給の時期	1	0	intern	payrisedetail		217						
D15	3	D15_3	M210,AR210	0	D15_185_1	-1	賞与の有無	3	0	intern	bonusflg	有,無	219						
D15	3	D15_3	Z211	0	D15_186L_1	-1	賞与の時期(母国語表記)	1	0	intern_language	bonusdetail		221						
D15	3	D15_3	AA210	0	D15_186_1	-1	賞与の時期	1	0	intern	bonusdetail		220						
D15	3	D15_3	M212,AR212	0	D15_188_1	-1	退職金の有無	3	0	intern	retireflg	有,無	222						
D15	3	D15_3	A213	0	D15_189L_1	-1	退職金の支払い時期(母国語表記)	1	0	intern_language	retiredetail		224						
D15	3	D15_3	AA212	0	D15_189_1	-1	退職金の支払い時期	1	0	intern	retiredetail		223						
D15	3	D15_3	C7,I7,N7	0	D15_18_1	-1	雇用期間開始	4	0	intern	employ_s		6					雇用期間開始を「yyyy/mm/dd」の書式で入力します。カレンダーの使用が可能です。	
D15	3	D15_3	AD214	0	D15_191_1	-1	休業手当の支給率 ※無の場合は未入力にしてください。	1	0	intern	closure		225						
D15	3	D15_3	Q218	0	D15_192_1	-1	退職時の申し出期日（日前まで）	1	0	company_work_rule_template	taisyoku		226						
D15	3	D15_3	Q261	0	D15_193_1	-1	社会保険の加入状況1	2	0	intern	deduction1	厚生年金	231						
D15	3	D15_3	W261	0	D15_194_1	-1	社会保険の加入状況2	2	0	intern	deduction2	国民年金	232						
D15	3	D15_3	AC261	0	D15_195_1	-1	社会保険の加入状況3	2	0	intern	deduction3	健康保険	233						
D15	3	D15_3	AI261	0	D15_196_1	-1	社会保険の加入状況4	2	0	intern	deduction4	国民健康保険	234						
D15	3	D15_3	M262	0	D15_197_1	-1	社会保険の加入状況7	2	0	intern	otherdeduction	その他	237						
D15	3	D15_3	AG264	0	D15_198L_1	-1	社会保険の加入（その他）の詳細(母国語表記)	1	0	intern_language	otherdeductiondetail		239						
D15	3	D15_3	R262	0	D15_198_1	-1	社会保険の加入（その他）の詳細	1	0	intern	otherdeductiondetail		238						
D15	3	D15_3	AP261	0	D15_199_1	-1	社会保険の加入状況5	2	0	intern	laborflg1	雇用保険	235						
D15	3	D15_3	W7,AC7,AH7	0	D15_19_1	-1	雇用期間終了	4	0	intern	employ_e		7					雇用期間終了を「yyyy/mm/dd」の書式で入力します。カレンダーの使用が可能です。	
D15	3	D15_3	Z116	0	D15_200_1	-1	日本国民の祝日	2	0	company_work_rule_template	kokumin_teikyu_flg	日本国民の休日	124					帳票出力時、「日本の国民の祝日、その他」に「日本国民の祝日」と反映させたい場合はチェックを入れてください。	
D15	3	D15_3	M43	0	D15_301_1	-1	【基本】<br>労働始業時間<br>（時）	7	0	intern_master	worktime_s		29						
D15	3	D15_3	P43	0	D15_302_1	-1	【基本】<br>労働始業時間<br>（分）	8	0	intern_master	worktime_s		30						
D15	3	D15_3	AD43	0	D15_303_1	-1	【基本】<br>労働終了時間<br>（時）	7	0	intern_master	worktime_e		31						
D15	3	D15_3	AG43	0	D15_304_1	-1	【基本】<br>労働終了時間<br>（分）	8	0	intern_master	worktime_e		32						
D15	3	D15_3	AI51	0	D15_305_1	-1	【基本】<br>1日の所定労働時間<br>（時）	1	0	intern	tem_daytime_hour		33						
D15	3	D15_3	AM51	0	D15_306_1	-1	【基本】<br>1日の所定労働時間<br>（分）	1	0	intern	tem_daytime_min		34						
D15	3	D15_3	R45	0	D15_307_1	-1	【基本】<br>休憩開始時間<br>（時）A	7	0	intern_master	break_s1		35						
D15	3	D15_3	U45	0	D15_308_1	-1	【基本】<br>休憩開始時間<br>（分）A	8	0	intern_master	break_s1		36						
D15	3	D15_3	AA45	0	D15_309_1	-1	【基本】<br>休憩終了時間<br>（時）A	7	0	intern_master	break_e1		37						
D15	3	D15_3	AD45	0	D15_310_1	-1	【基本】<br>休憩終了時間<br>（分）A	8	0	intern_master	break_e1		38						
D15	3	D15_3	R47	0	D15_311_1	-1	【基本】<br>休憩開始時間<br>（時）B	7	0	intern_master	break_s2		39						
D15	3	D15_3	U47	0	D15_312_1	-1	【基本】<br>休憩開始時間<br>（分）B	8	0	intern_master	break_s2		40						
D15	3	D15_3	AA47	0	D15_313_1	-1	【基本】<br>休憩終了時間<br>（時）B	7	0	intern_master	break_e2		41						
D15	3	D15_3	AD47	0	D15_314_1	-1	【基本】<br>休憩終了時間<br>（分）B	8	0	intern_master	break_e2		42						
D15	3	D15_3	R49	0	D15_315_1	-1	【基本】<br>休憩開始時間<br>（時）C	7	0	intern_master	break_s3		43						
D15	3	D15_3	U49	0	D15_316_1	-1	【基本】<br>休憩開始時間<br>（分）C	8	0	intern_master	break_s3		44						
D15	3	D15_3	AA49	0	D15_317_1	-1	【基本】<br>休憩終了時間<br>（時）C	7	0	intern_master	break_e3		45						
D15	3	D15_3	AD49	0	D15_318_1	-1	【基本】<br>休憩終了時間<br>（分）C	8	0	intern_master	break_e3		46						
D15	3	D15_3	M54	0	D15_320_1	-1	【その他】<br>労働始業時間<br>（時）	7	0	intern_master	worktime_s2		47						
D15	3	D15_3	P54	0	D15_321_1	-1	【その他】<br>労働始業時間<br>（分）	8	0	intern_master	worktime_s2		48						
D15	3	D15_3	AD54	0	D15_322_1	-1	【その他】<br>労働終了時間<br>（時）	7	0	intern_master	worktime_e2		49						
D15	3	D15_3	AG54	0	D15_323_1	-1	【その他】<br>労働終了時間<br>（分）	8	0	intern_master	worktime_e2		50						
D15	3	D15_3	AI62	0	D15_324_1	-1	【その他】<br>1日の所定労働時間<br>（時）	1	0	intern_master	daytime_hour2		51						
D15	3	D15_3	AM62	0	D15_325_1	-1	【その他】<br>1日の所定労働時間<br>（分）	1	0	intern_master	daytime_min2		52						
D15	3	D15_3	R56	0	D15_326_1	-1	【その他】<br>休憩開始時間<br>（時）A	7	0	intern_master	break_s4		53						
D15	3	D15_3	U56	0	D15_327_1	-1	【その他】<br>休憩開始時間<br>（分）A	8	0	intern_master	break_s4		54						
D15	3	D15_3	AA56	0	D15_328_1	-1	【その他】<br>休憩終了時間<br>（時）A	7	0	intern_master	break_e4		55						
D15	3	D15_3	AD56	0	D15_329_1	-1	【その他】<br>休憩終了時間<br>（分）A	8	0	intern_master	break_e4		56						
D15	3	D15_3	R58	0	D15_330_1	-1	【その他】<br>休憩開始時間<br>（時）B	7	0	intern_master	break_s5		57						
D15	3	D15_3	U58	0	D15_331_1	-1	【その他】<br>休憩開始時間<br>（分）B	8	0	intern_master	break_s5		58						
D15	3	D15_3	AA58	0	D15_332_1	-1	【その他】<br>休憩終了時間<br>（時）B	7	0	intern_master	break_e5		59						
D15	3	D15_3	AD58	0	D15_333_1	-1	【その他】<br>休憩終了時間<br>（分）B	8	0	intern_master	break_e5		60						
D15	3	D15_3	R60	0	D15_334_1	-1	【その他】<br>休憩開始時間<br>（時）C	7	0	intern_master	break_s6		61						
D15	3	D15_3	U60	0	D15_335_1	-1	【その他】<br>休憩開始時間<br>（分）C	8	0	intern_master	break_s6		62						
D15	3	D15_3	AA60	0	D15_336_1	-1	【その他】<br>休憩終了時間<br>（時）C	7	0	intern_master	break_e6		63						
