base_template_file_id	sub_doc_name	template_file_id	select_sql	key_id	max_count	sort	besshi_number
D16_1	実習生一覧-別紙	D16_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 AND I.hoursalary3 = I2.hoursalary3 AND I.monthsalary3 = I2.monthsalary3 END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
D16_2	実習生一覧-別紙	D16_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 AND I.hoursalary3 = I2.hoursalary3 AND I.monthsalary3 = I2.monthsalary3 END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
D16_3	実習生一覧-別紙	D16_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) AND ( CASE WHEN ((I2.status_id BETWEEN 10 AND 16) OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 10 AND 16) OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary WHEN ((I2.status_id BETWEEN 17 AND 25) OR I2.status_id = 27 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 WHEN ((I2.status_id BETWEEN 30 AND 39) OR I2.status_id = 26 OR I2.status_id = 8 ) THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 OR I.status_id = 8 ) AND ( CASE WHEN I2.pay_template_id IS NULL THEN I.pay_template_id IS NULL ELSE I.pay_template_id = I2.pay_template_id END ) AND I.hoursalary = I2.hoursalary AND I.monthsalary = I2.monthsalary AND I.hoursalary2 = I2.hoursalary2 AND I.monthsalary2 = I2.monthsalary2 AND I.hoursalary3 = I2.hoursalary3 AND I.monthsalary3 = I2.monthsalary3 END ) GROUP BY I.intern_id ORDER BY ips.sort, I.entry_date, I.Z228	intern_id	3	1	1
D23_1	実習生一覧-別紙	D23_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D23_2	実習生一覧-別紙	D23_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D23_3	実習生一覧-別紙	D23_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D27_1	実習生一覧-別紙	D27_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D27_2	実習生一覧-別紙	D27_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D27_3	実習生一覧-別紙	D27_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D28_1	実習生一覧-別紙	D28_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D28_2	実習生一覧-別紙	D28_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D28_3	実習生一覧-別紙	D28_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D2_1	実習生一覧-別紙	D2_1	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D2_2	実習生一覧-別紙	D2_2	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
D2_3	実習生一覧-別紙	D2_3	SELECT * FROM intern I INNER JOIN intern_home_office IO ON I.intern_id = IO.intern_id INNER JOIN ( SELECT * FROM intern WHERE intern_id = @intern_id ) I2 ON I.intern_group_id = I2.intern_group_id LEFT JOIN intern_print_select ips ON I.intern_id = ips.intern_id AND ips.template_id = 'B3' WHERE I.del_flg = 0 AND I.enrolled_flg < 2 AND ( CASE WHEN I2.status_id BETWEEN 10 AND 16 THEN ((I.status_id BETWEEN 10 AND 16)) WHEN I2.status_id BETWEEN 17 AND 25 OR I2.status_id = 27 THEN ((I.status_id BETWEEN 17 AND 25) OR I.status_id = 27 ) WHEN I2.status_id BETWEEN 30 AND 39 OR I2.status_id = 26 THEN ((I.status_id BETWEEN 30 AND 39) OR I.status_id = 26 ) END ) AND ( ips.out_flag IS NULL OR ips.out_flag = 1 ) ORDER BY I.entry_date, I.Z228	intern_id	3	1	1
A11_1	役員-別紙	A11_1		kanri_dantai_id	6	2	2
A16_1	役員-別紙	A16_1		kanri_dantai_id	6	2	2
A1-2_1	待遇（定期的に負担する費用）-別紙	A1-2_1a	SELECT tsushinhi, water_cost_num, cost_name1, cost1, cost_name2, cost2, cost_name3, cost3, cost_name4, cost4, sum_cost FROM intern WHERE intern_id = @intern_id	intern_id	0	7	7
A1-2_2	待遇（定期的に負担する費用）-別紙	A1-2_2a	SELECT tsushinhi, water_cost_num, cost_name1, cost1, cost_name2, cost2, cost_name3, cost3, cost_name4, cost4, sum_cost FROM intern WHERE intern_id = @intern_id	intern_id	0	7	7
A1-2_3	待遇（定期的に負担する費用）-別紙	A1-2_3a	SELECT tsushinhi, water_cost_num, cost_name1, cost1, cost_name2, cost2, cost_name3, cost3, cost_name4, cost4, sum_cost FROM intern WHERE intern_id = @intern_id	intern_id	0	7	7
A1-2_1	待遇（宿泊施設情報）-別紙	A1-2_1f	SELECT h.hotel_name AS 'name', h.address AS 'address' FROM hotel h INNER JOIN intern_hotel IH ON h.hotel_id = IH.hotel_id WHERE IH.intern_id = @intern_id	intern_id	1	6	6
A1-2_2	待遇（宿泊施設情報）-別紙	A1-2_2f	SELECT h.hotel_name AS 'name', h.address AS 'address' FROM hotel h INNER JOIN intern_hotel IH ON h.hotel_id = IH.hotel_id WHERE IH.intern_id = @intern_id	intern_id	1	6	6
A1-2_3	待遇（宿泊施設情報）-別紙	A1-2_3f	SELECT h.hotel_name AS 'name', h.address AS 'address' FROM hotel h INNER JOIN intern_hotel IH ON h.hotel_id = IH.hotel_id WHERE IH.intern_id = @intern_id	intern_id	1	6	6
D579_1	所属事業所-別紙	D579_1	SELECT cp. NAME, co.company_id, co.company_office_name, co.company_office_post, co.company_office_address, co.company_office_tel FROM company_office co INNER JOIN company_person_office_select cpos ON cpos.company_office_id = co.company_office_id INNER JOIN company_person cp ON cpos.company_person_id = cp.company_person_id WHERE cpos.company_person_id = @teacher_id	teacher_id	1	1	1
D579_2	所属事業所-別紙	D579_2	SELECT cp. NAME, co.company_id, co.company_office_name, co.company_office_post, co.company_office_address, co.company_office_tel FROM company_office co INNER JOIN company_person_office_select cpos ON cpos.company_office_id = co.company_office_id INNER JOIN company_person cp ON cpos.company_person_id = cp.company_person_id WHERE cpos.company_person_id = @teacher_id	teacher_id	1	2	1
D579_3	所属事業所-別紙	D579_3	SELECT cp. NAME, co.company_id, co.company_office_name, co.company_office_post, co.company_office_address, co.company_office_tel FROM company_office co INNER JOIN company_person_office_select cpos ON cpos.company_office_id = co.company_office_id INNER JOIN company_person cp ON cpos.company_person_id = cp.company_person_id WHERE cpos.company_person_id = @teacher_id	teacher_id	1	3	1
A1-2_1	技能実習を行わせる事業所-別紙	A1-2_1e	SELECT * FROM  intern_company_office_select WHERE intern_id = @intern_id and company_id = @company_id	intern_id	1	2	2
A1-2_2	技能実習を行わせる事業所-別紙	A1-2_2e	SELECT * FROM  intern_company_office_select WHERE intern_id = @intern_id and company_id = @company_id	intern_id	1	2	2
A1-2_3	技能実習を行わせる事業所-別紙	A1-2_3e	SELECT * FROM  intern_company_office_select WHERE intern_id = @intern_id and company_id = @company_id	intern_id	1	2	2
A1-2_1	技能実習指導員-別紙	A1-2_1c	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id 	intern_id	1	4	4
A1-2_2	技能実習指導員-別紙	A1-2_2c	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id 	intern_id	1	4	4
A1-2_3	技能実習指導員-別紙	A1-2_3c	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id 	intern_id	1	4	4
A1-2_1	技能実習指導員-別紙（事業所複数未選択）	A1-2_1c	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id	intern_id	1	4	4
A1-2_2	技能実習指導員-別紙（事業所複数未選択）	A1-2_2c	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id	intern_id	1	4	4
A1-2_3	技能実習指導員-別紙（事業所複数未選択）	A1-2_3c	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class4 = 1 GROUP BY CP.company_person_id	intern_id	1	4	4
E2_1	技能実習生一覧表（技能実習日誌-別紙）	E2_1a	SELECT I.Z228 AS `name`, IC.intern_class_name AS `class`, ( CASE WHEN I.intern_class_id = 4 THEN I.work_start_date WHEN I.intern_class_id = 5 THEN I.work_start_date2 WHEN I.intern_class_id = 6 THEN I.work_start_date3 END ) AS `dateS`, ( CASE WHEN I.intern_class_id = 4 THEN I.work_end_date WHEN I.intern_class_id = 5 THEN I.work_end_date2 WHEN I.intern_class_id = 6 THEN I.work_end_date3 END ) AS `dateE`, C.Z005 AS `company_name`, P.`name` AS `sekinin_name` FROM intern I INNER JOIN ( SELECT company_id, intern_class_id, code1 FROM intern I3 WHERE intern_id = @intern_id ) I2 ON I.company_id = I2.company_id AND I.intern_class_id = I2.intern_class_id AND I.code1 = I2.code1 INNER JOIN intern_class IC ON I.intern_class_id = IC.intern_class_id INNER JOIN company C ON I.company_id = C.company_id LEFT JOIN company_person P ON C.jissyuusekinin_id = P.company_person_id WHERE I.del_flg = 0 AND I.enrolled_flg < 2	intern_id	0	1	1
A1-2_1	技能実習責任者-別紙	A1-2_1b	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id 	intern_id	1	3	3
A1-2_2	技能実習責任者-別紙	A1-2_2b	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id 	intern_id	1	3	3
A1-2_3	技能実習責任者-別紙	A1-2_3b	SELECT CP.name_phonetic, CP.`name`,CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern_company_office_select I_OS ON CP_OS.company_office_id = I_OS.company_office_id INNER JOIN intern I ON I_OS.intern_id = I.intern_id AND I.company_id = I_OS.company_id WHERE CP.P_del_flg = 0 AND I_OS.intern_id =  @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id 	intern_id	1	3	3
A1-2_1	技能実習責任者-別紙（事業所複数未選択）	A1-2_1b	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id	intern_id	1	3	3
A1-2_2	技能実習責任者-別紙（事業所複数未選択）	A1-2_2b	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id	intern_id	1	3	3
A1-2_3	技能実習責任者-別紙（事業所複数未選択）	A1-2_3b	SELECT CP.name_phonetic, CP.`name`, CP.class FROM company_person CP INNER JOIN company_person_office_select CP_OS ON CP.company_person_id = CP_OS.company_person_id INNER JOIN intern I ON CP_OS.company_office_id = I.company_office_id AND CP.company_id = I.company_id WHERE CP.P_del_flg = 0 AND I.intern_id = @intern_id AND CP.class3 = 1 GROUP BY CP.company_person_id	intern_id	1	3	3
F1_1	業種一覧-別紙	F1_1f			0	2	2
F1_2	業種一覧-別紙	F1_2f			0	2	2
F1_3	業種一覧-別紙	F1_3f			0	2	2
F2_1	業種一覧-別紙	F2_1f			0	2	2
F2_2	業種一覧-別紙	F2_2f			0	2	2
F2_3	業種一覧-別紙	F2_3f			0	2	2
F3_1	業種一覧-別紙	F3_1f			0	2	2
F3_2	業種一覧-別紙	F3_2f			0	2	2
F3_3	業種一覧-別紙	F3_3f			0	2	2
F4_1	業種一覧-別紙	F4_1g			0	3	3
F4_2	業種一覧-別紙	F4_2g			0	3	3
F4_3	業種一覧-別紙	F4_3g			0	3	3
